name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,brand,mobile,total_sales
187: ride or die,playstation_2,2005.0,racing,0.07,0.06,0.0,0.02,52.0,68.0,mature,sony,0,0.15
dishonored,xbox_one,2015.0,action,0.09,0.05,0.0,0.01,,,na,microsoft,0,0.15000000000000002
curious george,game_cube,2006.0,action,0.11,0.03,0.0,0.0,,,na,nintendo,0,0.14
strawberry shortcake: game boy advance video volume 1,gameboy_advanced,2004.0,misc,0.11,0.04,0.0,0.0,,,na,nintendo,1,0.15
battleborn,xbox_one,2016.0,shooter,0.1,0.04,0.0,0.01,71.0,72.0,teen,microsoft,0,0.15000000000000002
ejay clubworld,playstation_2,null,misc,0.07,0.06,0.0,0.02,69.0,86.0,everyone,sony,0,0.15
geist,game_cube,2005.0,adventure,0.11,0.03,0.0,0.0,66.0,85.0,mature,nintendo,0,0.14
the king of fighters xiv,playstation_4,2016.0,fighting,0.07,0.02,0.04,0.02,79.0,87.0,teen,sony,0,0.15
cardinal syn,playstation,1998.0,fighting,0.08,0.06,0.0,0.01,,,na,sony,0,0.15000000000000002
sword art online: hollow realization,playstation_vita,2016.0,role-playing,0.0,0.04,0.1,0.01,60.0,70.0,teen,sony,1,0.15000000000000002
the incredibles: rise of the underminer,ds,2005.0,action,0.13,0.01,0.0,0.01,54.0,,everyone_over_ten,nintendo,1,0.15000000000000002
deadly premonition,playstation_3,2010.0,action,0.08,0.04,0.0,0.02,,,na,sony,0,0.13999999999999999
street fighter alpha 3,gameboy_advanced,2002.0,fighting,0.11,0.04,0.0,0.0,83.0,78.0,teen,nintendo,1,0.15
mobile suit gundam side story iii: sabakareshi mono,saturn,1997.0,shooter,0.0,0.0,0.15,0.0,,,na,sega,0,0.15
super street fighter ii,genesis,1993.0,fighting,0.0,0.0,0.15,0.0,,,na,sega,0,0.15
deponia,computer,2012.0,adventure,0.0,0.13,0.0,0.02,74.0,82.0,na,computer,0,0.15
metal gear solid: peace walker hd edition,playstation_3,2011.0,action,0.0,0.0,0.15,0.0,,80.0,teen,sony,0,0.15
battle stadium d.o.n,playstation_2,2006.0,fighting,0.0,0.0,0.15,0.0,,,na,sony,0,0.15
ridge racer ds,ds,2004.0,racing,0.14,0.0,0.0,0.01,63.0,67.0,everyone,nintendo,1,0.15000000000000002
high velocity bowling,playstation_3,2010.0,sports,0.13,0.0,0.0,0.01,66.0,81.0,everyone_over_ten,sony,0,0.14
lego harry potter collection,playstation_4,2016.0,action,0.01,0.11,0.0,0.02,73.0,81.0,everyone_over_ten,sony,0,0.13999999999999999
the quest trio,ds,2008.0,puzzle,0.13,0.0,0.0,0.01,,,everyone,nintendo,1,0.14
no.1 muscle ranking - kinniku banzuke vol. 2: aratanarugenkai enochousen!,playstation,2000.0,sports,0.0,0.0,0.14,0.01,,,na,sony,0,0.15000000000000002
brain boost: beta wave,ds,2005.0,puzzle,0.14,0.0,0.0,0.01,39.0,25.0,everyone,nintendo,1,0.15000000000000002
power pro kun pocket 9,ds,2006.0,sports,0.0,0.0,0.15,0.0,,,na,nintendo,1,0.15
shenmue ii,dreamcast,2001.0,adventure,0.0,0.0,0.15,0.0,88.0,94.0,teen,sega,0,0.15
armored core: for answer,xbox_360,2008.0,simulation,0.06,0.01,0.07,0.01,64.0,77.0,teen,microsoft,0,0.15000000000000002
sumikko gurashi: omise hajimerundesu,3ds,2015.0,action,0.0,0.0,0.15,0.0,,,na,nintendo,1,0.15
major league baseball 2k8,playstation_2,2008.0,sports,0.07,0.06,0.0,0.02,,65.0,everyone,sony,0,0.15
capcom classics collection,xbox,2005.0,misc,0.11,0.03,0.0,0.01,81.0,,teen,microsoft,0,0.15000000000000002
fugitive hunter: war on terror,playstation_2,2003.0,shooter,0.07,0.06,0.0,0.02,35.0,50.0,mature,sony,0,0.15
the incredible hulk: ultimate destruction,game_cube,2005.0,action,0.11,0.03,0.0,0.0,84.0,91.0,teen,nintendo,0,0.14
candace kane's candy factory,wii,2008.0,action,0.14,0.0,0.0,0.01,,,everyone,nintendo,0,0.15000000000000002
prince of persia: the two thrones,game_cube,2005.0,action,0.11,0.03,0.0,0.0,84.0,81.0,mature,nintendo,0,0.14
blazing angels 2: secret missions of wwii,playstation_3,2007.0,simulation,0.1,0.03,0.0,0.02,70.0,72.0,teen,sony,0,0.15
ore no imouto ga konna ni kawaii wake ga nai portable,playstation_portable,2011.0,adventure,0.0,0.0,0.15,0.0,,,na,sony,1,0.15
pac-man world 3,xbox,2005.0,platform,0.11,0.04,0.0,0.01,65.0,,everyone,microsoft,0,0.16
snk arcade classics vol. 1,playstation_portable,2008.0,misc,0.13,0.0,0.01,0.01,68.0,,teen,sony,1,0.15000000000000002
phantasy star online episode i & ii,xbox,2003.0,role-playing,0.11,0.03,0.0,0.01,,,na,microsoft,0,0.15000000000000002
all-star baseball 2005,xbox,null,sports,0.11,0.03,0.0,0.01,75.0,88.0,everyone,microsoft,0,0.15000000000000002
the legend of heroes: trails of cold steel ii,playstation_3,2014.0,role-playing,0.02,0.02,0.11,0.01,90.0,78.0,teen,sony,0,0.16
sam & max: season one,wii,2008.0,adventure,0.13,0.01,0.0,0.01,,,na,nintendo,0,0.15000000000000002
backyard sports: sandlot sluggers,wii,2010.0,sports,0.14,0.0,0.0,0.01,,,everyone,nintendo,0,0.15000000000000002
batman begins,game_cube,2005.0,action,0.11,0.03,0.0,0.0,66.0,72.0,teen,nintendo,0,0.14
yakuza: ishin,playstation_4,2014.0,action,0.0,0.0,0.15,0.0,,,na,sony,0,0.15
nancy drew: the white wolf of icicle creek,wii,2008.0,adventure,0.14,0.0,0.0,0.01,67.0,,everyone,nintendo,0,0.15000000000000002
toy story racer,playstation,2001.0,racing,0.08,0.06,0.0,0.01,76.0,87.0,everyone,sony,0,0.15000000000000002
disney's donald duck: goin' quackers,playstation,2000.0,platform,0.08,0.06,0.0,0.01,65.0,70.0,everyone,sony,0,0.15000000000000002
mobile suit gundam: perfect one year war,playstation,1997.0,strategy,0.0,0.0,0.14,0.01,,,na,sony,0,0.15000000000000002
galerians,playstation,1999.0,adventure,0.08,0.06,0.0,0.01,,,na,sony,0,0.15000000000000002
ys: the oath in felghana,playstation_portable,2010.0,role-playing,0.09,0.0,0.04,0.01,80.0,83.0,teen,sony,1,0.14
crash: twinsanity,xbox,2004.0,platform,0.11,0.03,0.0,0.01,66.0,87.0,everyone,microsoft,0,0.15000000000000002
we dance,wii,2011.0,misc,0.0,0.13,0.0,0.02,,,na,nintendo,0,0.15
space camp,ds,2009.0,action,0.14,0.0,0.0,0.01,,,everyone,nintendo,1,0.15000000000000002
drummania,playstation_2,2000.0,simulation,0.0,0.0,0.15,0.0,,,na,sony,0,0.15
hoppechan: tsukutte! asonde! punipuni town!!,3ds,2013.0,action,0.0,0.0,0.15,0.0,,,na,nintendo,1,0.15
yu-gi-oh! nightmare troubadour (us sales),ds,2005.0,action,0.15,0.0,0.0,0.0,,,na,nintendo,1,0.15
spongebob's truth or square,ds,2009.0,action,0.07,0.07,0.0,0.01,,,everyone,nintendo,1,0.15000000000000002
tamagotchi no narikiri channel,ds,2009.0,role-playing,0.0,0.0,0.15,0.0,,,na,nintendo,1,0.15
arena football,xbox,2006.0,sports,0.11,0.03,0.0,0.01,65.0,85.0,everyone_over_ten,microsoft,0,0.15000000000000002
power pro kun pocket 1+2,gameboy_advanced,2004.0,sports,0.0,0.0,0.14,0.0,,,na,nintendo,1,0.14
medal of honor: infiltrator,gameboy_advanced,2003.0,shooter,0.11,0.04,0.0,0.0,80.0,72.0,teen,nintendo,1,0.15
skylanders: superchargers,wii,2015.0,action,0.02,0.12,0.0,0.01,,,na,nintendo,0,0.15
blazing dragons,playstation,1996.0,adventure,0.08,0.06,0.0,0.01,,,na,sony,0,0.15000000000000002
lego star wars: the force awakens,wii_u,2016.0,action,0.06,0.07,0.01,0.01,74.0,80.0,everyone_over_ten,nintendo,1,0.15000000000000002
victorious: hollywood arts debut,ds,2011.0,misc,0.13,0.01,0.0,0.01,,,everyone,nintendo,1,0.15000000000000002
the wizard of oz: beyond the yellow brick road,ds,2008.0,role-playing,0.13,0.0,0.0,0.01,68.0,60.0,everyone,nintendo,1,0.14
baseball blast!,wii,2009.0,sports,0.14,0.0,0.0,0.01,,,na,nintendo,0,0.15000000000000002
super monkey ball deluxe,xbox,2005.0,misc,0.11,0.03,0.0,0.01,81.0,82.0,everyone,microsoft,0,0.15000000000000002
shin megami tensei: devil summoner - soul hackers,playstation,1999.0,role-playing,0.0,0.0,0.14,0.01,,,na,sony,0,0.15000000000000002
shin chan: ¡aventuras de cine!,ds,2008.0,platform,0.0,0.0,0.15,0.0,,,na,nintendo,1,0.15
jurassic: the hunted,wii,2009.0,shooter,0.14,0.0,0.0,0.01,,,teen,nintendo,0,0.15000000000000002
the cursed crusade,xbox_360,2011.0,action,0.08,0.05,0.0,0.01,39.0,44.0,mature,microsoft,0,0.14
charm girls club: pajama party,wii,2009.0,misc,0.14,0.0,0.0,0.01,,,everyone,nintendo,0,0.15000000000000002
spongebob's boating bash,ds,2010.0,misc,0.13,0.0,0.0,0.01,,,everyone,nintendo,1,0.14
tamagotchi collection,ds,2011.0,misc,0.0,0.0,0.15,0.0,,,na,nintendo,1,0.15
earth defense force 2025,xbox_360,2013.0,shooter,0.06,0.03,0.05,0.01,68.0,81.0,mature,microsoft,0,0.15000000000000002
nhl 2k10,xbox_360,2009.0,sports,0.11,0.02,0.0,0.01,69.0,79.0,everyone_over_ten,microsoft,0,0.14
white knight chronicles: origins,playstation_portable,2011.0,role-playing,0.0,0.04,0.09,0.02,,,na,sony,1,0.15
trivial pursuit: bet you know it,wii,2011.0,misc,0.09,0.04,0.0,0.01,,,teen,nintendo,0,0.14
turbo prop racing,playstation,1997.0,racing,0.08,0.06,0.0,0.01,,,na,sony,0,0.15000000000000002
barbie superpack: secret agent / groovy games,gameboy_advanced,2005.0,misc,0.1,0.04,0.0,0.0,,,na,nintendo,1,0.14
tom clancy's ghost recon,game_cube,2003.0,shooter,0.11,0.03,0.0,0.0,59.0,54.0,mature,nintendo,0,0.14
pac-man party 3d,3ds,2011.0,misc,0.09,0.04,0.0,0.01,43.0,54.0,everyone,nintendo,1,0.14
dance dance revolution (north america),playstation,2001.0,simulation,0.08,0.06,0.0,0.01,,,na,sony,0,0.15000000000000002
darkstalkers chronicle: the chaos tower,playstation_portable,2004.0,fighting,0.13,0.0,0.0,0.01,74.0,79.0,teen,sony,1,0.14
wwe '13,wii,2012.0,action,0.11,0.02,0.0,0.01,74.0,60.0,teen,nintendo,0,0.14
mad dash racing,xbox,2001.0,racing,0.11,0.03,0.0,0.01,65.0,77.0,teen,microsoft,0,0.15000000000000002
bakugan battle brawlers: defenders of the core,xbox_360,2010.0,action,0.11,0.02,0.0,0.01,62.0,,everyone_over_ten,microsoft,0,0.14
rayman origins,3ds,2012.0,platform,0.06,0.08,0.0,0.01,71.0,63.0,everyone_over_ten,nintendo,1,0.15000000000000002
summon night 5,playstation_portable,2013.0,role-playing,0.0,0.0,0.15,0.0,74.0,83.0,teen,sony,1,0.15
motogp 2: ultimate racing technology,playstation_2,2001.0,racing,0.07,0.06,0.0,0.02,,,na,sony,0,0.15
black * rock shooter: the game,playstation_portable,2011.0,role-playing,0.0,0.0,0.15,0.0,66.0,72.0,teen,sony,1,0.15
bmx xxx,playstation_2,2002.0,sports,0.07,0.06,0.0,0.02,54.0,46.0,mature,sony,0,0.15
dragon ball z: idainaru dragon ball densetsu,saturn,1995.0,fighting,0.0,0.0,0.15,0.0,,,na,sega,0,0.15
sonic advance & sonic pinball party combo pack,gameboy_advanced,2005.0,misc,0.1,0.04,0.0,0.0,,,na,nintendo,1,0.14
boktai: the sun is in your hand,gameboy_advanced,2003.0,role-playing,0.1,0.04,0.0,0.0,83.0,96.0,everyone,nintendo,1,0.14
making history: the great war,wii,2010.0,strategy,0.0,0.0,0.15,0.0,,,na,nintendo,0,0.15
guilty gear x2 #reload,xbox,2004.0,fighting,0.11,0.03,0.0,0.01,86.0,76.0,teen,microsoft,0,0.15000000000000002
wizardry vii: gadeia no houshu,playstation,1995.0,role-playing,0.0,0.0,0.14,0.01,,,na,sony,0,0.15000000000000002
recore,xbox_one,2016.0,action,0.08,0.05,0.0,0.01,63.0,66.0,teen,microsoft,0,0.14
soldier of fortune: payback,playstation_3,2007.0,shooter,0.12,0.02,0.0,0.01,50.0,54.0,mature,sony,0,0.15
f1 2012,computer,2012.0,racing,0.01,0.11,0.0,0.02,80.0,69.0,everyone,computer,0,0.13999999999999999
elf: the movie,gameboy_advanced,2004.0,action,0.1,0.04,0.0,0.0,,,everyone,nintendo,1,0.14
mlb slugfest 20-03,game_cube,2002.0,sports,0.11,0.03,0.0,0.0,80.0,75.0,everyone,nintendo,0,0.14
tiger woods pga tour,ds,2004.0,sports,0.13,0.0,0.0,0.01,64.0,74.0,everyone,nintendo,1,0.14
tamagotchi no appare! niji venture,ds,2007.0,role-playing,0.0,0.0,0.14,0.0,,,na,nintendo,1,0.14
ultimate board game collection,wii,2007.0,misc,0.13,0.0,0.0,0.01,,,everyone,nintendo,0,0.14
grabbed by the ghoulies,xbox,2003.0,action,0.11,0.03,0.0,0.01,66.0,73.0,everyone,microsoft,0,0.15000000000000002
cars: mater-national championship,xbox_360,2007.0,racing,0.13,0.0,0.0,0.01,58.0,78.0,everyone,microsoft,0,0.14
shadow hearts: from the new world,playstation_2,2005.0,role-playing,0.07,0.06,0.0,0.02,76.0,82.0,teen,sony,0,0.15
rayman raving rabbids,ds,2007.0,misc,0.13,0.01,0.0,0.01,56.0,61.0,everyone,nintendo,1,0.15000000000000002
terraria,computer,2011.0,action,0.0,0.13,0.0,0.01,83.0,85.0,teen,computer,0,0.14
derby stallion gold,3ds,2014.0,sports,0.0,0.0,0.14,0.0,,,na,nintendo,1,0.14
csi: 3 dimensions of murder,playstation_2,2007.0,adventure,0.07,0.06,0.0,0.02,,,mature,sony,0,0.15
barbarian,playstation_2,2002.0,fighting,0.07,0.06,0.0,0.02,63.0,,teen,sony,0,0.15
tennis no oji-sama: aim at the victory!,gameboy_advanced,2002.0,sports,0.0,0.0,0.14,0.0,,,na,nintendo,1,0.14
l.a. rush,xbox,2005.0,racing,0.11,0.03,0.0,0.01,59.0,30.0,teen,microsoft,0,0.15000000000000002
rubik's world,wii,2008.0,puzzle,0.12,0.01,0.0,0.01,64.0,,everyone,nintendo,0,0.14
record of agarest war 2,playstation_3,2010.0,role-playing,0.09,0.0,0.04,0.01,56.0,72.0,teen,sony,0,0.14
quickspot,ds,2006.0,misc,0.01,0.0,0.13,0.0,68.0,,everyone_over_ten,nintendo,1,0.14
"lunar 2: eternal blue(sales, but wrong system)",genesis,1994.0,role-playing,0.0,0.0,0.14,0.0,,,na,sega,0,0.14
pipe dreams 3d,playstation,2001.0,puzzle,0.08,0.05,0.0,0.01,,,everyone,sony,0,0.14
skylanders giants,3ds,2012.0,action,0.12,0.01,0.0,0.01,59.0,50.0,everyone_over_ten,nintendo,1,0.14
spider-man: friend or foe,wii,2007.0,action,0.13,0.0,0.0,0.01,59.0,80.0,everyone_over_ten,nintendo,0,0.14
fox sports golf '99,playstation,1997.0,sports,0.08,0.05,0.0,0.01,,,na,sony,0,0.14
power rangers: super legends,playstation_2,2007.0,action,0.07,0.06,0.0,0.02,,30.0,everyone_over_ten,sony,0,0.15
jurassic: the hunted,playstation_2,2009.0,shooter,0.07,0.06,0.0,0.02,,,teen,sony,0,0.15
sakura wars gb,gameboy,2000.0,adventure,0.0,0.0,0.14,0.0,,,na,nintendo,1,0.14
shining force cd,sega_cd,1994.0,strategy,0.0,0.0,0.14,0.0,,,na,sega,0,0.14
fatal frame,playstation_2,2001.0,action,0.07,0.06,0.0,0.02,74.0,89.0,teen,sony,0,0.15
rayman 3,gameboy_advanced,2003.0,platform,0.1,0.04,0.0,0.0,83.0,78.0,everyone,nintendo,1,0.14
the fifth element,playstation,1998.0,action,0.08,0.05,0.0,0.01,,,na,sony,0,0.14
blazblue: chrono phantasma extend,playstation_4,2015.0,action,0.07,0.03,0.02,0.02,80.0,77.0,teen,sony,0,0.14
okaeri! chibi-robo! happy richie oosouji,ds,2009.0,adventure,0.0,0.0,0.14,0.0,,,na,nintendo,1,0.14
wild arms 4,playstation_2,2005.0,role-playing,0.07,0.06,0.0,0.02,69.0,73.0,teen,sony,0,0.15
ratatouille,game_cube,2007.0,action,0.11,0.03,0.0,0.0,60.0,56.0,everyone,nintendo,0,0.14
g.i. joe: the rise of cobra,playstation_2,2009.0,action,0.11,0.0,0.0,0.03,50.0,23.0,teen,sony,0,0.14
casper: spirit dimensions,playstation_2,2001.0,platform,0.07,0.05,0.0,0.02,58.0,35.0,everyone,sony,0,0.14
super robot taisen og saga: endless frontier (jp sales),ds,2008.0,role-playing,0.0,0.0,0.14,0.0,,,na,nintendo,1,0.14
sengoku musou 3 empires,playstation_3,2011.0,action,0.0,0.0,0.14,0.0,,,na,sony,0,0.14
thunder truck rally,playstation,1997.0,racing,0.08,0.05,0.0,0.01,,,na,sony,0,0.14
klonoa: empire of dreams,gameboy_advanced,2001.0,platform,0.1,0.04,0.0,0.0,,,na,nintendo,1,0.14
safecracker: the ultimate puzzle adventure,ds,2009.0,puzzle,0.07,0.06,0.0,0.01,43.0,,everyone,nintendo,1,0.14
geometry wars: galaxies,ds,2007.0,shooter,0.13,0.0,0.0,0.01,79.0,79.0,everyone,nintendo,1,0.14
famista returns,3ds,2015.0,sports,0.0,0.0,0.14,0.0,,,na,nintendo,1,0.14
syndicate,playstation_3,2012.0,shooter,0.07,0.06,0.0,0.02,75.0,65.0,mature,sony,0,0.15
adrenalin misfits,xbox_360,2010.0,racing,0.12,0.02,0.0,0.01,50.0,,everyone,microsoft,0,0.15
karaoke revolution glee: volume 3,xbox_360,2011.0,misc,0.13,0.0,0.0,0.01,,,teen,microsoft,0,0.14
cave story 3d,3ds,2011.0,platform,0.09,0.03,0.01,0.01,82.0,77.0,everyone_over_ten,nintendo,1,0.14
iron & blood,playstation,1996.0,fighting,0.08,0.05,0.0,0.01,,,na,sony,0,0.14
mega man powered up,playstation_portable,2006.0,platform,0.12,0.01,0.0,0.02,82.0,75.0,everyone,sony,1,0.15
balloon pop,ds,2009.0,puzzle,0.13,0.0,0.0,0.01,,,everyone,nintendo,1,0.14
class of heroes,playstation_portable,2008.0,role-playing,0.06,0.0,0.08,0.01,61.0,71.0,teen,sony,1,0.15000000000000002
second sight,playstation_2,2004.0,adventure,0.07,0.05,0.0,0.02,76.0,80.0,teen,sony,0,0.14
heroes of mana,ds,2007.0,strategy,0.07,0.01,0.05,0.01,66.0,,everyone_over_ten,nintendo,1,0.14
alien: isolation,computer,2014.0,shooter,0.0,0.14,0.0,0.01,81.0,84.0,mature,computer,0,0.15000000000000002
g.i. joe: the rise of cobra,playstation_portable,2009.0,action,0.11,0.02,0.0,0.02,,,teen,sony,1,0.15
just cause 3,computer,2015.0,action,0.03,0.11,0.0,0.01,74.0,53.0,mature,computer,0,0.15000000000000002
monster house,playstation_2,2006.0,adventure,0.07,0.05,0.0,0.02,59.0,,everyone_over_ten,sony,0,0.14
phantom brave,playstation_2,2004.0,role-playing,0.07,0.05,0.0,0.02,81.0,79.0,teen,sony,0,0.14
thor: god of thunder,xbox_360,2011.0,action,0.09,0.04,0.0,0.01,38.0,57.0,teen,microsoft,0,0.14
championship motocross 2001 featuring ricky carmichael,playstation,2001.0,racing,0.08,0.05,0.0,0.01,70.0,,teen,sony,0,0.14
kenka banchou 5: otoko no housoku,playstation_portable,2011.0,action,0.0,0.0,0.14,0.0,,,na,sony,1,0.14
bejeweled 3,playstation_3,null,puzzle,0.13,0.0,0.0,0.02,76.0,82.0,everyone,sony,0,0.15
doshin the giant,game_cube,2002.0,simulation,0.0,0.0,0.14,0.0,,,na,nintendo,0,0.14
star ocean: blue sphere,gameboy,2001.0,role-playing,0.0,0.0,0.14,0.0,,,na,nintendo,1,0.14
shrek 2 and shark tale 2-in-1 pack,gameboy_advanced,2005.0,misc,0.1,0.04,0.0,0.0,,,na,nintendo,1,0.14
mojo!,playstation_2,2003.0,puzzle,0.07,0.05,0.0,0.02,,,na,sony,0,0.14
kamen rider ryuki,playstation,2002.0,action,0.0,0.0,0.13,0.01,,,na,sony,0,0.14
front mission alternative,playstation,1997.0,strategy,0.0,0.0,0.13,0.01,,,na,sony,0,0.14
world championship poker: howard lederer - all in,playstation_portable,2006.0,misc,0.13,0.0,0.0,0.01,,,na,sony,1,0.14
fifa soccer 2005,game_cube,2004.0,sports,0.11,0.03,0.0,0.0,78.0,85.0,everyone,nintendo,0,0.14
harvest moon: hero of leaf valley,playstation_portable,2009.0,simulation,0.07,0.02,0.05,0.01,74.0,79.0,everyone,sony,1,0.15000000000000002
diner dash: flo on the go,ds,2009.0,puzzle,0.13,0.0,0.0,0.01,,,everyone,nintendo,1,0.14
hexyz force,playstation_portable,2009.0,role-playing,0.07,0.0,0.06,0.01,68.0,73.0,teen,sony,1,0.14
power stone,dreamcast,1998.0,fighting,0.0,0.0,0.14,0.0,,,na,sega,0,0.14
jonny moseley mad trix,playstation_2,2001.0,sports,0.07,0.05,0.0,0.02,44.0,57.0,teen,sony,0,0.14
uta no * prince-sama: repeat,playstation_portable,2011.0,adventure,0.0,0.0,0.14,0.0,,,na,sony,1,0.14
senran kagura burst: guren no sh?jo-tachi,3ds,2012.0,action,0.0,0.0,0.14,0.0,,,na,nintendo,1,0.14
mtv music generator 3: this is the remix,playstation_2,2004.0,misc,0.07,0.05,0.0,0.02,79.0,86.0,teen,sony,0,0.14
cake mania 3,ds,2009.0,simulation,0.13,0.0,0.0,0.01,,,everyone,nintendo,1,0.14
zetta hero project: unlosing ranger vs. darkdeath evilman,playstation_portable,2010.0,role-playing,0.07,0.0,0.06,0.01,,,na,sony,1,0.14
gundam breaker 2,playstation_3,2014.0,action,0.0,0.0,0.14,0.0,,,na,sony,0,0.14
.hack//link,playstation_portable,2010.0,role-playing,0.0,0.0,0.14,0.0,,,na,sony,1,0.14
terminator 3: rise of the machines,xbox,2003.0,action,0.11,0.03,0.0,0.01,35.0,20.0,teen,microsoft,0,0.15000000000000002
ssx on tour,xbox,2005.0,sports,0.11,0.03,0.0,0.01,81.0,81.0,everyone,microsoft,0,0.15000000000000002
ncaa college basketball 2k3,xbox,2002.0,sports,0.11,0.03,0.0,0.01,84.0,84.0,everyone,microsoft,0,0.15000000000000002
victorious boxers: revolution,wii,2007.0,fighting,0.07,0.0,0.06,0.01,59.0,54.0,teen,nintendo,0,0.14
farming simulator 2013,playstation_3,2013.0,simulation,0.0,0.09,0.02,0.02,40.0,29.0,everyone,sony,0,0.13
the legend of heroes ii: prophecy of the moonlight witch,playstation_portable,2004.0,role-playing,0.03,0.0,0.11,0.0,63.0,69.0,everyone_over_ten,sony,1,0.14
doom,gameboy_advanced,2001.0,shooter,0.1,0.04,0.0,0.0,81.0,85.0,teen,nintendo,1,0.14
hidden mysteries: salem secrets - witch trials of 1692,ds,2010.0,puzzle,0.09,0.04,0.0,0.01,,,na,nintendo,1,0.14
mary-kate and ashley: winners circle,playstation,2001.0,action,0.08,0.05,0.0,0.01,,,na,sony,0,0.14
jewel quest solitaire,ds,2009.0,puzzle,0.0,0.13,0.0,0.02,,,na,nintendo,1,0.15
parappa the rapper 2,playstation_2,2001.0,misc,0.07,0.05,0.0,0.02,67.0,66.0,everyone,sony,0,0.14
outrun 2,xbox,2004.0,racing,0.11,0.03,0.0,0.01,,,na,microsoft,0,0.15000000000000002
okami,playstation_3,2012.0,action,0.0,0.0,0.14,0.0,,,na,sony,0,0.14
marvel vs. capcom 2: new age of heroes,dreamcast,2000.0,fighting,0.0,0.0,0.14,0.0,,,na,sega,0,0.14
super dodgeball brawlers,ds,2008.0,sports,0.13,0.0,0.0,0.01,65.0,,everyone,nintendo,1,0.14
nfl head coach 09,playstation_3,2008.0,sports,0.13,0.0,0.0,0.01,64.0,71.0,everyone,sony,0,0.14
hitman: blood money,xbox,2006.0,action,0.11,0.03,0.0,0.01,81.0,91.0,mature,microsoft,0,0.15000000000000002
soukaigi,playstation,1998.0,role-playing,0.0,0.0,0.13,0.01,,,na,sony,0,0.14
pangya: fantasy golf,playstation_portable,2009.0,sports,0.09,0.0,0.04,0.01,77.0,70.0,everyone_over_ten,sony,1,0.14
fast food panic,ds,2010.0,simulation,0.13,0.0,0.0,0.01,,,everyone,nintendo,1,0.14
pipe mania,playstation_2,2008.0,puzzle,0.07,0.05,0.0,0.02,68.0,,everyone,sony,0,0.14
xevious 3d/g+,playstation,1997.0,shooter,0.01,0.01,0.11,0.01,,,na,sony,0,0.14
metal gear solid v: ground zeroes,xbox_360,2014.0,action,0.07,0.05,0.01,0.01,,57.0,mature,microsoft,0,0.14
gretzky nhl 06,playstation_portable,2005.0,sports,0.13,0.0,0.0,0.01,65.0,68.0,everyone_over_ten,sony,1,0.14
shonen jump's shaman king: master of spirits,gameboy_advanced,2004.0,role-playing,0.1,0.04,0.0,0.0,,,na,nintendo,1,0.14
kid adventures: sky captain,wii,2010.0,action,0.09,0.04,0.0,0.01,,,everyone,nintendo,0,0.14
nfl blitz 20-03,xbox,2002.0,sports,0.11,0.03,0.0,0.01,72.0,78.0,everyone,microsoft,0,0.15000000000000002
parappa the rapper,playstation_portable,2006.0,misc,0.11,0.0,0.02,0.02,67.0,52.0,everyone,sony,1,0.15
pirates: the legend of black kat,playstation_2,2002.0,adventure,0.07,0.05,0.0,0.02,72.0,79.0,teen,sony,0,0.14
fur fighters: viggo's revenge,playstation_2,2001.0,action,0.07,0.05,0.0,0.02,64.0,73.0,teen,sony,0,0.14
thor: god of thunder,playstation_3,2011.0,action,0.07,0.05,0.0,0.02,39.0,44.0,teen,sony,0,0.14
krull,2600,1982.0,action,0.13,0.01,0.0,0.0,,,na,atari,0,0.14
the walking dead: season one,playstation_vita,2013.0,adventure,0.1,0.0,0.01,0.03,,,na,sony,1,0.14
